ndf_floor,ndf,adf,hemicellulose,cp,nel,dmi,ch4_mj_d,ch4_kg_d,ch4_co2e_kg_d,ghg_intensity,feed_cost_d,feed_cost_cwt,iofc_d,iofc_cwt,milk_revenue_d,forage_ndf,share_Alfalfa haylage,share_Corn silage,share_Grass hay,share_Corn grain ground,share_Soybean meal 48pct CP
0.28,0.2800000000000446,0.15864976476740744,0.12135023523263716,0.15999999999999628,1.714847621536913,22.40346254047372,17.900538000000523,0.3216628571428666,8.974393714285977,0.2450386549482306,5.331563396489912,6.364095991629234,12.26132512586332,14.635904008370765,17.59288852235323,0.23786696288556924,0.0,0.45,0.061,0.3011,0.1879
0.3,0.29999999999995325,0.17163460533190528,0.12836539466804797,0.15999999999995654,1.6861387872452471,22.78491233482001,18.136537999999447,0.3259036477987322,9.092711773584629,0.2482692350887558,5.392791689729273,6.437182009106857,12.20009683262396,14.562817990893144,17.59288852235323,0.26151568217453763,0.0,0.45,0.1018,0.2624,0.1858
0.32,0.3200000000000425,0.18461944589651713,0.13538055410352534,0.15999999999996636,1.657429952953683,23.1795765385183,18.3725380000005,0.33014443845463615,9.211029832884348,0.2514998152293102,5.456141089712028,6.512799915623319,12.136747432641204,14.487200084376681,17.59288852235323,0.2851644014637071,0.0,0.45,0.1425,0.2238,0.1837
0.322,0.32199999999986473,0.18591792995285428,0.13608207004701045,0.15999999999987555,1.654559069524495,23.21979623414945,18.396137999998402,0.3305685175201869,9.222861638813214,0.2518228732433354,5.462596941449757,6.520506034281437,12.130291580903474,14.47949396571856,17.59288852235323,0.28752927339241185,0.0,0.45,0.1466,0.2199,0.1835
0.34,0.339999999999869,0.19760428646094733,0.1423957135389217,0.1599999999997434,1.6287211186621515,23.58815392734642,18.608537999998454,0.33438522911048435,9.329347892182513,0.2547303953698221,5.52172376020832,6.591083597047904,12.07116476214491,14.408916402952094,17.59288852235323,0.30881312075257766,0.0,0.45,0.1833,0.1851,0.1816
0.35,0.35000000000001297,0.20413529411765413,0.14586470588235884,0.1600000000000003,1.6120382352941756,23.832266264274935,18.72653800000015,0.33650562443845733,9.38850692183296,0.2563456854401153,5.565865008271354,6.643773421583876,12.027023514081877,14.356226578416123,17.59288852235323,0.3202970588235415,0.0,0.4362,0.2138,0.1703,0.1797
0.36,0.3600000000000254,0.21084117647060216,0.14915882352942325,0.16000000000000128,1.5848029411765838,24.24183061094027,18.8445380000003,0.3386260197664025,9.447665951482628,0.25796097551038727,5.6595878145190435,6.7556469737126665,11.933300707834189,14.244353026287333,17.59288852235323,0.33023823529414076,0.0,0.3597,0.2903,0.1762,0.1738
0.37,0.3700000000000471,0.2175470588235555,0.15245294117649164,0.16000000000000655,1.557567647059039,24.665718066411817,18.962538000000556,0.3407464150943496,9.506824981132354,0.2595762655806608,5.756588254580569,6.8714329197614825,11.836300267772662,14.128567080238517,17.59288852235323,0.3401794117647487,0.0,0.2832,0.3668,0.1821,0.1679
0.372,0.37199999999999617,0.2188882352941125,0.15311176470588367,0.15999999999998177,1.5521205882353553,24.752280681620018,18.986137999999954,0.3411704941599273,9.518656787061971,0.2598993235947066,5.776396842118091,6.895077720202265,11.81649168023514,14.104922279797735,17.59288852235323,0.3421676470588157,0.0,0.2679,0.3821,0.1832,0.1668
